City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Tandil,54,AR,1584848767,70,-37.32,-59.13,64.0,8.19
Yulara,22,AU,1584848883,16,-25.24,130.99,95.0,17.22
Kouqian,62,CN,1584848883,41,43.64,126.46,36.61,12.1
Longyearbyen,75,SJ,1584848883,85,78.22,15.64,19.4,12.75
Kalmunai,100,LK,1584848883,67,7.42,81.82,80.35,1.14
Husavik,75,IS,1584848884,68,66.04,-17.34,30.2,38.03
Haines Junction,100,CA,1584848884,95,60.75,-137.51,19.69,7.83
Biltine,33,TD,1584848884,12,14.53,20.92,80.53,18.16
Mendoza,0,AR,1584848884,56,-32.89,-68.83,73.4,8.7
Vardø,100,NO,1584848884,96,70.37,31.11,35.89,29.04
Ust'-Kan,47,RU,1584848884,83,50.93,84.76,32.83,14.79
Dikson,83,RU,1584848885,98,73.51,80.55,-16.13,8.86
Esim,0,GH,1584848885,90,4.87,-2.24,78.01,2.48
East London,40,ZA,1584848885,94,-33.02,27.91,68.0,2.24
Provideniya,79,RU,1584848885,78,64.38,-173.3,10.33,3.04
Cabedelo,20,BR,1584848885,94,-6.98,-34.83,77.0,2.24
Jianning,85,CN,1584848885,100,27.83,113.15,66.2,6.71
Ixtapa,5,MX,1584848885,83,20.7,-105.2,75.2,4.7
Brigantine,1,US,1584848854,69,39.41,-74.36,44.6,2.15
Margate,0,GB,1584848885,69,51.38,1.39,43.0,24.16
Souillac,75,MU,1584848885,88,-20.52,57.52,75.99,6.93
Puerto Ayora,100,EC,1584848886,84,-0.74,-90.35,75.99,1.99
Rønne,0,DK,1584848886,59,55.1,14.71,33.8,8.05
Merauke,69,ID,1584848886,60,-8.47,140.33,89.53,5.79
Vaini,90,TO,1584848886,94,-21.2,-175.2,77.0,9.17
Murino,20,RU,1584848778,63,60.05,30.45,26.6,3.98
Saint-Philippe,40,RE,1584848887,57,-21.36,55.77,78.8,3.36
Hofn,98,IS,1584848888,61,64.25,-15.21,38.77,36.33
Praia da Vitória,75,PT,1584848888,66,38.73,-27.07,53.6,19.42
São João da Barra,100,BR,1584848888,84,-21.64,-41.05,76.57,14.18
Gandorhun,100,SL,1584848888,82,7.5,-11.83,78.37,2.28
Ozernovskiy,90,RU,1584848888,81,51.5,156.52,30.85,26.51
College,90,US,1584848888,93,64.86,-147.8,33.8,9.17
Chara,93,RU,1584848889,50,56.91,118.26,8.71,2.28
Prince Rupert,90,CA,1584848615,79,54.32,-130.32,41.0,3.36
Mount Gambier,75,AU,1584848889,55,-37.83,140.77,64.4,24.16
Bubaque,79,GW,1584848889,63,11.28,-15.83,80.53,19.98
Castro,42,BR,1584848889,98,-24.79,-50.01,60.01,8.3
Pacific Grove,20,US,1584848890,81,36.62,-121.92,57.2,5.82
Bilma,61,NE,1584848890,14,18.69,12.92,77.11,7.94
Tateyama,75,JP,1584848890,77,34.98,139.87,72.0,21.92
Lodwar,97,KE,1584848890,47,3.12,35.6,81.07,9.53
Acarí,53,PE,1584848890,89,-15.43,-74.62,65.95,1.83
Caravelas,100,BR,1584848890,84,-17.71,-39.25,81.97,15.14
Simao,0,CN,1584848890,31,22.79,100.97,73.69,6.42
Puerto Peñasco,33,MX,1584848854,73,31.32,-113.53,64.0,4.0
Vao,1,NC,1584848891,72,-22.67,167.48,76.57,17.25
Salalah,75,OM,1584848891,88,17.02,54.09,78.8,10.29
Torbay,20,CA,1584848891,73,47.67,-52.73,26.01,29.97
Stange,0,NO,1584848891,79,60.72,11.19,21.2,6.04
Waipawa,63,NZ,1584848891,64,-41.41,175.52,69.8,19.46
Dunda,49,TZ,1584848891,97,-8.12,34.25,60.37,2.55
Barcelos,40,PT,1584848892,100,41.54,-8.62,51.8,1.72
Geraldton,0,AU,1584848892,30,-28.77,114.6,93.2,20.8
Marsá Maţrūḩ,0,EG,1584848892,72,31.35,27.25,58.39,13.38
Beloha,0,MG,1584848892,91,-25.17,45.05,70.45,9.13
Armidale,0,AU,1584848892,17,-30.52,151.65,78.01,5.01
Mayo,75,US,1584848892,49,38.89,-76.51,50.0,5.82
Hukuntsi,100,BW,1584848892,64,-24.0,21.75,69.01,12.68
Chepareria,88,KE,1584848893,73,1.31,35.2,65.95,4.76
Gōtsuchō,75,JP,1584848893,87,35.0,132.22,55.4,9.17
Téra,37,NE,1584848893,20,14.01,0.75,82.15,10.92
Vestmannaeyjar,100,IS,1584848893,63,63.44,-20.27,38.05,27.4
Hay River,90,CA,1584848893,92,60.82,-115.8,28.4,17.22
Bhuj,1,IN,1584848893,78,23.27,69.67,74.59,6.08
Tawang Town,0,IN,1584848893,55,27.58,91.87,40.75,2.28
Dunedin,66,NZ,1584848893,52,-45.87,170.5,62.01,24.0
Juba,60,SS,1584848659,57,4.85,31.58,79.45,1.39
Saldanha,0,ZA,1584848894,87,-33.01,17.94,59.0,3.36
Mount Isa,0,AU,1584848894,27,-20.73,139.5,91.4,9.17
Damietta,0,EG,1584848895,59,31.42,31.81,57.85,4.65
Kozan,0,TR,1584848895,93,37.46,35.82,48.0,6.93
Yara,14,CU,1584848895,71,20.28,-76.95,74.59,11.16
Podor,0,MR,1584848895,31,16.65,-14.96,78.8,2.24
Kavieng,100,PG,1584848895,64,-2.57,150.8,85.21,1.88
Edgewater,1,US,1584848895,78,28.99,-80.9,75.99,6.93
Batticaloa,83,LK,1584848895,71,7.71,81.69,79.99,2.24
Pangkalanbuun,51,ID,1584848895,52,-2.68,111.62,93.31,0.98
Aktau,6,KZ,1584848895,59,43.65,51.2,32.0,11.18
Luwuk,37,ID,1584848895,83,-0.95,122.79,81.43,19.62
Zdolbuniv,100,UA,1584848895,91,50.52,26.24,28.33,14.47
Kununurra,88,AU,1584848895,36,-15.77,128.73,95.0,8.05
Ancud,90,CL,1584848895,100,-41.87,-73.82,53.6,21.92
Chik,90,RU,1584848896,86,54.99,82.43,37.4,17.9
Porto Walter,100,BR,1584848896,96,-8.27,-72.74,73.51,1.61
Zhaoqing,65,CN,1584848896,99,23.05,112.46,78.01,4.29
Nuuk,100,GL,1584848896,61,64.18,-51.72,15.8,19.46
Te Anau,100,NZ,1584848896,56,-45.42,167.72,55.51,7.81
Siniscola,100,IT,1584848896,92,40.57,9.69,46.51,0.94
Pinega,0,RU,1584848896,91,64.7,43.39,9.43,4.76
Kruisfontein,0,ZA,1584848896,91,-34.0,24.73,58.39,3.11
San Patricio,10,MX,1584848896,79,19.22,-104.7,75.85,3.31
Camacha,40,PT,1584848896,72,33.08,-16.33,60.8,11.41
Yangi Marg`ilon,47,UZ,1584848896,71,40.43,71.72,55.4,2.24
Tres Arroyos,62,AR,1584848837,44,-38.37,-60.28,73.51,16.26
Tuy Hoa,18,VN,1584848896,70,13.08,109.3,79.63,2.37
Dibulla,0,CO,1584848896,82,11.27,-73.31,78.01,18.99
Fortuna,75,US,1584848604,93,40.6,-124.16,53.01,8.05
Tres Picos,0,MX,1584848897,79,15.87,-93.53,70.09,5.57
Turukhansk,60,RU,1584848898,93,65.82,87.98,-4.97,3.58
Lavrentiya,82,RU,1584848898,77,65.58,-171.0,6.19,7.2
Oranjemund,11,NA,1584848899,95,-28.55,16.43,58.03,6.82
Grand Gaube,75,MU,1584848899,88,-20.01,57.66,75.99,6.93
Kiryat Gat,40,IL,1584848899,87,31.61,34.76,48.99,4.7
Ribeira Grande,20,PT,1584848899,73,38.52,-28.7,50.11,11.99
Jitra,20,MY,1584848899,70,6.27,100.42,87.8,2.24
Okhotsk,100,RU,1584848899,70,59.38,143.3,22.93,8.9
Evensk,100,RU,1584848899,79,61.95,159.23,23.11,10.96
Xichang,26,CN,1584848899,48,27.9,102.26,51.73,4.92
Oyama,20,JP,1584848899,33,36.3,139.8,73.99,18.34
Ranong,20,TH,1584848899,49,9.97,98.63,89.6,3.36
Esso,100,RU,1584848899,87,55.93,158.7,24.73,15.61
Nikolskoye,20,RU,1584848900,63,59.7,30.79,26.6,3.18
Garango,33,BF,1584848900,20,11.8,-0.55,76.57,3.47
Cabo San Lucas,5,MX,1584848656,77,22.89,-109.91,68.0,3.36
Fairbanks,90,US,1584848868,94,64.84,-147.72,33.8,9.17
Concordia,0,AR,1584848901,85,-31.39,-58.02,63.0,5.08
Gizo Government Station,86,SB,1584848901,81,-8.1,156.84,82.33,4.45
Sungai Penuh,100,ID,1584848901,74,-2.08,101.38,75.67,0.45
Mogadishu,0,SO,1584848901,75,2.04,45.34,82.15,10.16
Katsuura,100,JP,1584848901,56,35.13,140.3,71.01,25.28
La Ronge,75,CA,1584848901,58,55.1,-105.28,26.6,8.05
Āreka,100,ET,1584848901,88,7.07,37.7,66.85,1.63
Brae,100,GB,1584848901,75,60.4,-1.35,42.8,25.28
São Lourenço do Sul,0,BR,1584848901,97,-31.37,-51.98,62.01,9.06
Shingū,75,JP,1584848901,59,33.73,135.98,66.2,3.36
Peterhead,100,GB,1584848901,69,57.51,-1.8,37.99,8.05
Cedral,100,MX,1584848902,72,23.8,-100.73,61.99,10.65
Colares,0,PT,1584848903,87,38.8,-9.45,50.0,4.7
Grand-Santi,100,GF,1584848904,76,4.25,-54.38,75.13,3.76
Ferlach,75,AT,1584848904,92,46.53,14.3,37.99,9.17
Pevek,100,RU,1584848904,71,69.7,170.31,-0.11,11.16
Adrar,3,MR,1584848904,26,20.5,-10.07,61.99,11.21
Cavite City,20,PH,1584848904,55,14.48,120.92,91.4,6.93
Ayr,100,GB,1584848904,80,55.46,-4.63,35.6,6.93
Nichinan,75,JP,1584848905,88,31.6,131.37,62.6,2.24
Wagar,2,SD,1584848905,35,16.15,36.2,67.93,9.8
Ponta Delgada,75,PT,1584848905,66,37.73,-25.67,53.6,13.87
Gander,40,CA,1584848906,67,48.97,-54.59,21.2,23.04
Mossamedes,21,AO,1584848906,81,-15.2,12.15,73.15,6.4
Ekhabi,100,RU,1584848907,91,53.51,142.97,23.65,14.41
Kamenka,100,RU,1584848907,85,51.32,42.77,37.0,8.01
Cherskiy,100,RU,1584848907,72,68.75,161.3,7.45,5.46
Tura,100,IN,1584848907,29,25.52,90.22,81.61,4.45
Indramayu,96,ID,1584848907,67,-6.33,108.32,85.03,2.21
Urucará,3,BR,1584848908,78,-2.54,-57.76,75.31,2.06
Henties Bay,0,NA,1584848908,92,-22.12,14.28,62.01,1.99
Vaitape,3,PF,1584848908,68,-16.52,-151.75,84.31,8.48
Ratnagiri,0,IN,1584848908,46,16.98,73.3,79.99,0.63
Zeya,0,RU,1584848908,75,53.75,127.27,23.11,4.85
North Myrtle Beach,90,US,1584848908,88,33.82,-78.68,66.0,13.87
Urubichá,54,BO,1584848908,99,-15.38,-62.95,70.99,1.21
Moïssala,100,TD,1584848910,69,8.34,17.77,75.85,3.94
Atambua,5,ID,1584848910,74,-9.11,124.89,82.33,4.25
San Cristobal,20,VE,1584848910,73,7.77,-72.22,75.2,2.24
Igarka,100,RU,1584848910,95,67.47,86.58,-6.05,4.97
Marsabit,100,KE,1584848910,59,2.33,37.99,76.21,19.04
Sheltozero,0,RU,1584848910,75,61.37,35.37,24.19,11.07
Djambala,100,CG,1584848910,97,-2.54,14.75,67.03,3.42
Bethel,1,US,1584848910,54,41.37,-73.41,42.01,5.41
Christchurch,0,NZ,1584848636,34,-43.53,172.63,78.8,12.75
Martyush,92,RU,1584848911,87,56.4,61.88,19.51,2.48
Bereda,90,ES,1584848911,93,43.27,-7.54,54.0,3.36
Cockburn Town,0,TC,1584848911,71,21.46,-71.14,75.85,18.57
Morgan City,90,US,1584848911,100,29.7,-91.21,71.01,10.29
Ambilobe,0,MG,1584848911,89,-13.2,49.05,72.07,6.69
Lompoc,1,US,1584848912,71,34.64,-120.46,57.2,6.93
Egvekinot,100,RU,1584848912,93,66.32,-179.17,-5.87,6.08
Padang,66,ID,1584848912,78,-0.95,100.35,79.63,2.01
Qian’an,94,CN,1584848912,25,44.99,124.06,42.37,9.66
Marrakesh,40,MA,1584848912,81,31.63,-8.01,48.2,3.36
Acapulco de Juárez,40,MX,1584848912,83,16.86,-99.89,80.6,6.93
Lüderitz,0,NA,1584848797,82,-26.65,15.16,60.8,14.99
Ust'-Ilimsk,100,RU,1584848912,95,58.0,102.66,30.49,10.2
Bjørnevatn,100,NO,1584848912,74,69.67,29.98,30.2,41.38
Barra,100,BR,1584848912,82,-11.09,-43.14,76.39,4.94
Khovd,0,MN,1584848912,16,48.01,91.64,42.19,4.97
Faanui,3,PF,1584848912,68,-16.48,-151.75,84.31,8.48
Gorontalo,43,ID,1584848912,68,0.54,123.06,86.11,4.65
Robertsport,98,LR,1584848912,87,6.75,-11.37,81.25,7.58
Borogontsy,6,RU,1584848912,87,62.67,131.17,20.95,4.56
Kailua,90,US,1584848903,73,21.4,-157.74,78.8,9.17
Arkhangelsk,20,RU,1584848913,92,64.54,40.54,12.2,4.47
Inírida,100,CO,1584848913,70,3.87,-67.92,77.83,2.28
Alyangula,65,AU,1584848913,49,-13.85,136.42,91.4,10.29
Aden,49,YE,1584848913,79,12.78,45.04,79.45,8.05
Hualmay,90,PE,1584848913,73,-11.1,-77.61,70.81,1.97
Domoni,11,KM,1584848913,78,-12.26,44.53,83.23,16.35
Kenai,90,US,1584848647,86,60.55,-151.26,35.6,10.29
Balsas,100,BR,1584848914,92,-7.53,-46.04,69.73,1.7
Kyabé,55,TD,1584848915,61,9.45,18.94,74.59,2.3
Port Hardy,75,CA,1584848671,86,50.7,-127.42,41.0,2.24
Diamantina,40,BR,1584848915,94,-18.25,-43.6,64.51,0.78
Eureka,75,US,1584848782,93,40.8,-124.16,51.8,8.05
Nouakchott,19,MR,1584848915,56,18.09,-15.98,68.0,14.99
Bacolod City,34,PH,1584848815,46,10.67,122.95,90.07,2.04
Glendive,1,US,1584848916,80,47.11,-104.71,30.2,5.82
Barra de Tecoanapa,0,MX,1584848916,88,16.52,-98.75,74.59,2.89
Aksarka,87,RU,1584848916,80,66.56,67.8,-0.47,2.84
Chaohu,100,CN,1584848916,59,31.6,117.87,62.6,11.18
Nueva Loja,80,EC,1584848916,85,0.08,-76.88,74.59,4.23
Spring Valley,75,US,1584848916,44,36.11,-115.25,63.0,3.4
Umm Kaddadah,100,SD,1584848916,15,13.6,26.69,70.27,8.41
Airai,6,TL,1584848916,58,-8.93,125.41,79.99,6.44
Lakes Entrance,68,AU,1584848916,50,-37.88,147.98,68.0,7.0
Vikindu,72,TZ,1584848916,81,-7.01,39.3,78.19,4.99
Sai Buri,20,TH,1584848916,70,6.7,101.62,86.0,10.29
Samarai,58,PG,1584848916,64,-10.62,150.67,87.37,8.37
Belmonte,75,BR,1584848916,83,-15.86,-38.88,78.8,13.87
Zaozyornoye,100,UA,1584848916,74,45.16,33.28,47.41,11.65
Kieta,98,PG,1584848916,71,-6.22,155.63,85.03,8.28
Praia,20,CV,1584848917,77,14.92,-23.51,69.8,11.41
Bandarbeyla,22,SO,1584848917,80,9.49,50.81,82.15,8.72
Takoradze,0,GH,1584848917,90,4.88,-1.76,78.01,2.48
Angoram,100,PG,1584848917,50,-4.06,144.07,94.93,0.43
Paamiut,100,GL,1584848917,55,61.99,-49.67,20.95,9.1
Denpasar,20,ID,1584848621,74,-8.65,115.22,87.8,6.93
San Vicente,0,AR,1584848917,55,-26.62,-54.13,62.89,3.76
Ucluelet,57,CA,1584848917,87,48.93,-125.55,46.99,2.48
Ilulissat,33,GL,1584848917,71,69.22,-51.1,3.2,8.05
Sisimiut,0,GL,1584848917,62,66.94,-53.67,-2.81,6.15
Shīeli,3,KZ,1584848917,69,44.17,66.75,44.17,9.24
Kushmurun,39,KZ,1584848917,92,52.45,64.63,20.95,8.32
Muravlenko,0,RU,1584848918,96,63.79,74.52,-6.77,8.23
Deputatsky,12,RU,1584848918,93,69.3,139.9,2.41,3.42
Adjud,90,RO,1584848919,93,46.1,27.17,37.4,12.75
Borzoy,90,RU,1584848919,100,42.84,45.63,33.8,6.71
Lagoa Formosa,100,BR,1584848919,100,-18.78,-46.41,69.01,2.1
Mahajanga,20,MG,1584848919,94,-15.72,46.32,75.2,5.82
Mnogovershinnyy,100,RU,1584848919,75,53.94,139.92,22.21,11.61
Boguchany,99,RU,1584848919,93,58.38,97.45,34.27,10.11
Meadow Lake,1,US,1584848919,75,34.8,-106.54,50.0,6.08
Moose Factory,1,CA,1584848919,76,51.26,-80.61,-4.0,3.36
Darbhanga,0,IN,1584848919,42,26.17,85.9,78.19,4.18
Matamoros,40,MX,1584848919,35,25.53,-103.25,84.2,2.24
Labuhan,55,ID,1584848919,65,-6.88,112.21,87.37,1.3
Sioux Falls,1,US,1584848645,92,43.55,-96.7,34.0,9.17
Port Keats,93,AU,1584848919,40,-14.25,129.55,92.95,2.93
Puerto Escondido,0,MX,1584848919,75,15.85,-97.07,70.99,3.11
Shubarkuduk,77,KZ,1584848920,80,49.14,56.49,34.27,3.24
Linqiong,20,CN,1584848920,77,30.42,103.46,70.0,4.47
Pontal do Paraná,75,BR,1584848920,100,-25.65,-48.51,78.01,5.82
Scarborough,86,GB,1584848920,70,54.28,-0.4,42.8,5.82
Rome,1,US,1584848705,45,43.21,-75.46,26.6,9.17
Prabumulih,47,ID,1584848921,65,-3.45,104.25,86.83,3.24
Darhan,0,MN,1584848922,35,49.49,105.92,41.29,8.5
Andra,18,RU,1584848922,89,62.51,65.89,5.29,6.49
Gafanha da Encarnação,40,PT,1584848922,100,40.62,-8.73,52.0,3.62
Sola,75,VU,1584848922,79,-13.88,167.55,86.0,9.17
Dingle,78,PH,1584848922,55,11.0,122.67,87.91,11.12
Görele,75,TR,1584848922,86,41.03,39.0,41.0,3.36
Dalby,0,AU,1584848922,40,-27.18,151.27,87.8,4.7
Lhanbryde,100,GB,1584848923,64,57.62,-3.22,41.0,4.7
San Andrés,40,CO,1584848923,78,12.58,-81.7,80.6,12.75
Meulaboh,70,ID,1584848923,78,4.14,96.13,81.79,6.8
Monte Azul,70,BR,1584848923,91,-15.15,-42.87,68.83,3.13
